Code;ID;Index;Name_r;Name_e;Code_Kind_0;Code_Kind_1;Code_Kind_2;Code_Kind_3;Group;Kind_2;Kind_1;Kind_0;T0;T1;Size_t;Size_Code;Element;X_deg;Y_deg;X_Pul;Y_Pul;u2;X_deg_1;Y_deg_1;X_deg_2;Y_deg_2;Rayon;Icon;INFO;MAP_ID;Поле32;Поле33;Oblast;nextBorder;Y_deg_back;Desc_Long
1160;1166;III-7-28;Сарыджель;Sarydjel;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;75.63;41.73;13552691;4622293;;75.63;41.73;75.63;41.73;Тянь-Шаньский район;/icon/Au04.png;1160__Sarydjel.txt;;;;Нарынская область;;41.73;1937-50гг  -  поиски,  отработка  <br>1985г -  поисково-оценочные работы  <br>1995г  - детальная разведка. <br>Разрабатывается ГГК Арбата. <br><br>Госбаланс <br>С1-8.2кг <br>С2- 94.8 кг <br>С1+С2 - 103кг <br><br>Au-0.306 г/м3 <br>Долинная пойменная россыпь, приплотиковая  дл. 10475м, шир. 10-100м  с мощностью песков 0.93м.
1161;1167;III-7-29;Бирлюсу;Birlyusu;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;190;Мелкое;3;;75.67;41.73;13555465;4622314;;75.67;41.73;75.67;41.73;Тянь-Шаньский район;/icon/Au04.png;1161__Birlyusu.txt;;;;Нарынская область;;41.73;1938-50гг  -  поиски,  отработка  <br>1982-86гг -  поисково-оценочные работы  <br>1993-94гг -  детальная  разведка.  <br>Разрабатывается ГГК Арбата.  <br>Госбаланс С1-54.6кг  <br>С2- 57.3 кг  <br>С1+С2 - 111.9кг  <br><br>Au-0.541 г/м3  <br>Долинная пойменная россыпь  дл. 10375м,  шир. 10-60м с  мощностью песков 0.49-0.78м.
1162;1168;III-7-30;Тетырсаз;Tetyrsaz;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;193;Мелкое;3;;75.7;41.8;13558178;4629741;;75.71;41.8;75.71;41.8;Тянь-Шаньский район;/icon/Au04.png;1162__Tetyrsaz.txt;;;;Нарынская область;;41.8;1982-85гг - поиски.  <br>Условия благоприятные, перспективно.  <br><br>Au - Р1 -226.8кг  <br><br>u-0.389 г/м3  <br><br>Долинная пойменно-террасовая россыпь  дл. 9420м,  шир. 10-197м  с мощностью песков 0.63м  включает 4 россыпных тела.
1163;1169;III-7-31;Караункурт;Karaunkurt;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;192;Мелкое;3;;75.75;41.78;13562350;4627925;;75.75;41.78;75.75;41.78;Тянь-Шаньский район;/icon/Au04.png;1163__Karaunkurt.txt;;;;Нарынская область;;41.78;1949-50гг - поиски  <br>1982-84гг -поиски. <br>1985г- поисково-оценочные работы. <br>Условия благоприятные, перспективно.<br><br>Au - Р1 -179кг <br><br>Au-0.485 г/м3 <br><br>Долинная пойменная россыпь  дл. 11750м,  шир. 20-120м  с мощностью песков 1.08м.
1164;1170;III-7-32;Тешик;Teshik;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;75.72;41.67;13559687;4614944;;75.72;41.67;75.72;41.67;Тянь-Шаньский район;/icon/Au04.png;1164__Teshik.txt;;;;Нарынская область;;41.67;1949-50гг - поиски на террасах  <br>1982-86гг -поиски. <br>Условия благоприятные,  перспективно. <br><br>Au - Р1 -63.4кг <br><br>Au-0.309 г/м3 <br><br>Долинная пойменно-террасовая россыпь  дл. 15860м, шир. 20-200м, мощностью песков 0.7м  торфов -3.83м
1165;1171;III-8-4;Бучук-Султансаринское;Buchuk-Sultansarinskoe;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;;0;;76.22;41.77;13601172;4626518;;76.22;41.77;76.22;41.77;Тянь-Шаньский район;/icon/Au04.png;1165__Buchuk-Sultansarinskoe.txt;;;;Нарынская область;;41.77;1989г -  поиски. <br>Условия благоприятные, находится в пределах горного отвода рудника Султансары. <br><br>Au - Р1 -2.6кг<br><br>Au-0.228 г/м3 <br><br>Долинная россыпь  дл. 3.5км, шир. 50-300м,  рудный пласт - 1900х20м  с мощностью песков 0.3м.
1166;1172;III-8-8;Алтынтор;Altyntor;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;;0;;76.28;41.75;13606743;4624747;;76.28;41.75;76.28;41.75;Тянь-Шаньский район;/icon/Au04.png;1166__Altyntor.txt;;;;Нарынская область;;41.75;1989г -  поиски м-ба 1:10000. <br>Условия благоприятные,  выс.2900-3600м, доступно, находится в пределах горного отвода рудника Султансары. <br><br>Р1 для россыпи в целом - 35.1кг <br>Р1 для участка старательской отработки 12.7кг <br><br>Au -0.333-0.398г/м3 <br><br>Пролювиальная россыпь  дл. 3500м, шир. 40м  с мощн. Пролювия 16.8м, пласт старательской отработки -500х8х0.8м.
1167;1173;III-8-11;Болгарт;Bolgart;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Коренное месторождение;;;0;;76.77;41.7;13647061;4619906;;76.77;41.7;76.77;41.7;Тянь-Шаньский район;/icon/Au04.png;1167__Bolgart.txt;;;;Нарынская область;;41.7;1989г -  поиски м-ба 1:10000. <br>Условия неблагоприятные ввиду значительной мощности торфов. <br><br>Au - Р1 - 35.2кг <br><br>Au-0.275 г/м3 <br><br>Долинная пойменная россыпь  дл. 200м, шир. 80м  с мощностью песков 0.4м  торфов -15.6м.
1168;1174;III-8-12;Арчалу;Archalu;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Коренное месторождение;;;0;;76.92;41.68;13659589;4618321;;76.92;41.68;76.92;41.68;Тянь-Шаньский район;/icon/Au04.png;1168__Archalu.txt;;;;Нарынская область;;41.68;1987г -  поиски м-ба 1:50000. <br>1989г -  поиски м-ба 1:10000 <br>Условия благоприятные,  выс.2700-3000м, мощность торфов - 3.5м, валунистость - 35%,  большой водоприток. <br><br>Au - Р1 - 29.07т <br><br>Au-0.962 г/м3 <br><br>Долинная пойменная россыпь  дл. 7000м, шир. 40м, три золотоносных пласта мощн. 0.4-0.8м.
1169;1175;III-4-14;Ортонура;Ortonuura;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Коренное месторождение;;;0;;76.2;41.57;13600095;4604284;;76.2;41.57;76.2;41.57;Тянь-Шаньский район;/icon/Au04.png;1169__Ortonuura.txt;;;;Нарынская область;;41.57;1989г  - поиски м-ба 1:10000 <br>Условия благоприятные,  выс.2300-3000м,  доступно; мощность торфов - 12.6м. <br><br>Р1 - 31.1кг<br><br>Au -0.259г/м3<br><br>Долинная пойменно-террасовая россыпь, дл. 12км,  шир. 25м,  с мощностью песков -0.4м. <br><br>
1170;1176;III-8-24;Башнура;Bashnuura;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Проявление;;;0;;76.28;41.57;13607046;4604384;;76.28;41.57;76.28;41.57;Тянь-Шаньский район;/icon/Au04.png;1170__Bashnuura.txt;;;;Нарынская область;;41.57;Поиски на россыпное золото - 1989г <br>Недоизучено. <br><br>Au - Р1 - 38.7кг<br><br>Au-0.159 г/м3 <br><br>Долинная пойменная россыпь  - дл. 12км-40м  с мощностью  песков-0.5м, торфов-1.5м.
1171;1177;III-8-25;Малый Нарын;Maly Naryn;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Коренное месторождение;;Мелкое;3;;76.45;41.58;13620918;4606455;;76.45;41.58;76.45;41.58;Тянь-Шаньский район;/icon/Au04.png;1171__Maly Naryn.txt;;;;Нарынская область;;41.58;1938-40гг - разведка  <br>1983г  -  доизучение. <br>Условия  благоприятные, перспективно. <br><br>Au - Р1 - 163.9кг <br><br>Au-0.3 г/м3 <br><br>Долинная пойменно-террасовая россыпь  дл. 10км, шир. 2.0км,  3 золотороссыпных тела мощн. 0.4-0.9м.
1172;1179;III-8-31;Ардакты;Ardakty;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Коренное месторождение;194;Мелкое;3;;76.55;41.53;13629357;4601046;;76.55;41.53;76.55;41.53;Тянь-Шаньский район;/icon/Au04.png;1172__Ardakty.txt;;;;Нарынская область;;41.53;1989г  -  поиски м-ба 1:10000. <br>Условия благоприятные,  выс. 2400-2550м, доступно, перспективно. <br><br>Au - P1-71.5кг <br><br>Au-0.637 г/м3 <br><br>Долинная террасовая россыпь,  приплотиковая, 5 золотороссыпных пластов мощн. 0.3-1.2м.
1173;1180;III-8-32;Четке-Арчалу;Chetke-Archalu;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Проявление;;Мелкое;3;;76.57;41.53;13630748;4601071;;76.57;41.53;76.57;41.53;Тянь-Шаньский район;/icon/Au04.png;1173__Chetke-Archalu.txt;;;;Нарынская область;;41.53;1989г  -  поиски м-ба 1:10000. <br>Условия относительно благоприятные,  выс. 2500м, доступно, мощность торфов-21.6м, водоносный горизонт в инт. 8-24м, перспективно. <br><br>Au - P1-317.8кг <br><br>Au-2.037 г/м3 <br><br>Долинная пойменная россыпь на палеогеннеогеновом плотике  дл. 1950м, шир.70-90м  с мощностью песков 0.8-1.2м.
1179;1186;IV-8-1;Атбаши I;Atbashi I;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Проявление;;Мелкое;3;;76;41.18;13583904;4561496;;76;41.18;76;41.18;Ат-Башинский район;/icon/Au04.png;1179__Atbashi I.txt;;;;Нарынская область;;41.18;Неперспективное. <br>Поиски 1951 -52гг <br><br>Р2 - условно от 400 до 4000 кг <br><br>Au -2-27 знаков,  условное содержание 0.05г/м3<br><br>Долинная пойменно-террасовая россыпь  дл. 32км, шир. 70-260м,  с мощностью песков - 2-3.7м.
